item_id,brand,brand_type,category
15338,714,Established,Grocery
15339,1308,Established,Prepared Food
15340,24,Established,Pharmaceutical
15341,1183,Established,Grocery
15342,1842,Established,Grocery
15343,765,Established,Pharmaceutical
15344,602,Established,Natural Products
15345,56,Local,Grocery
15346,1470,Established,Skin & Hair Care
15347,4325,Established,Pharmaceutical
15348,56,Local,Pharmaceutical
15349,2149,Established,Grocery
15350,56,Local,Grocery
15351,714,Established,Grocery
15352,334,Established,Grocery
15353,2748,Established,Meat
15354,280,Established,Grocery
15355,675,Established,"Dairy, Juices & Snacks"
15356,1693,Established,Pharmaceutical
15357,789,Established,"Dairy, Juices & Snacks"
15358,609,Established,Grocery
15359,1373,Established,Miscellaneous
15360,4302,Established,Pharmaceutical
15361,1101,Established,Grocery
15362,1593,Established,Grocery
15363,619,Established,Pharmaceutical
15364,602,Established,Flowers & Plants
15365,56,Local,Prepared Food
15366,3697,Established,Prepared Food
15367,4700,Established,Grocery
15368,4880,Established,"Dairy, Juices & Snacks"
15369,4047,Established,Meat
15370,1322,Established,Grocery
15371,56,Local,Grocery
15372,1816,Established,Skin & Hair Care
15373,1569,Established,Grocery
15374,119,Established,Grocery
15375,1981,Established,Pharmaceutical
15376,2021,Established,Prepared Food
15377,971,Established,Grocery
15378,859,Established,Grocery
15379,1143,Established,Grocery
15380,1396,Established,"Dairy, Juices & Snacks"
15381,1842,Established,Grocery
15382,3962,Established,Prepared Food
15383,56,Local,Grocery
15384,923,Established,"Dairy, Juices & Snacks"
15385,686,Established,Grocery
15386,1,Established,Natural Products
15387,5352,Established,Pharmaceutical
15388,619,Established,Grocery
15389,1638,Established,Grocery
15390,1863,Established,Bakery
15391,1143,Established,Grocery
15392,56,Local,Bakery
15393,562,Established,Skin & Hair Care
15394,984,Established,Packaged Meat
15395,522,Established,Grocery
15396,56,Local,Pharmaceutical
15397,3394,Established,Prepared Food
15398,771,Established,Grocery
15399,4880,Established,"Dairy, Juices & Snacks"
15400,172,Established,Grocery
15401,115,Established,Grocery
15402,971,Established,Grocery
15403,56,Local,Pharmaceutical
15404,1961,Established,Grocery
15405,1630,Established,Grocery
15406,56,Local,Grocery
15407,56,Local,Bakery
15408,630,Established,Grocery
15409,141,Established,Grocery
15410,1070,Established,Skin & Hair Care
15411,458,Established,Grocery
15412,783,Established,Pharmaceutical
15413,316,Established,Pharmaceutical
15414,4419,Established,Pharmaceutical
15415,160,Established,Grocery
15416,1001,Established,Natural Products
15417,1165,Established,Grocery
15418,56,Local,Grocery
15419,946,Established,Grocery
15420,56,Local,Grocery
15421,3883,Established,Prepared Food
15422,4064,Established,Meat
15423,56,Local,Grocery
15424,141,Established,Grocery
15425,1463,Established,Grocery
15426,4206,Established,Meat
15427,1796,Established,Grocery
15428,256,Established,"Dairy, Juices & Snacks"
15429,1470,Established,Pharmaceutical
15430,771,Established,Pharmaceutical
15431,1041,Established,Pharmaceutical
15432,1569,Established,Grocery
15433,56,Local,Grocery
15434,1569,Established,Grocery
15435,4467,Established,Pharmaceutical
15436,56,Local,Grocery
15437,1953,Established,Grocery
15438,851,Established,Pharmaceutical
15439,56,Local,Grocery
15440,867,Established,Grocery
15441,839,Established,Pharmaceutical
15442,1688,Established,Pharmaceutical
15443,4425,Established,Pharmaceutical
15444,4642,Established,Prepared Food
15445,882,Established,"Dairy, Juices & Snacks"
15446,869,Local,Bakery
15447,89,Established,Grocery
15448,939,Established,Grocery
15449,56,Local,Pharmaceutical
15450,93,Established,Pharmaceutical
15451,714,Established,Grocery
15452,141,Established,Grocery
15453,2906,Established,Pharmaceutical
15454,602,Established,Flowers & Plants
15455,4972,Established,"Dairy, Juices & Snacks"
15456,1504,Established,Grocery
15457,1460,Established,Pharmaceutical
15458,56,Local,Pharmaceutical
15459,4467,Established,Pharmaceutical
15460,676,Established,Grocery
15461,4018,Established,Pharmaceutical
15462,56,Local,Pharmaceutical
15463,771,Established,Pharmaceutical
15464,231,Established,Grocery
15465,56,Local,Grocery
15466,56,Local,Grocery
15467,946,Established,Grocery
15468,56,Local,Grocery
15469,4369,Established,Pharmaceutical
15470,1147,Established,"Dairy, Juices & Snacks"
15471,1170,Established,Grocery
15472,1089,Established,Grocery
15473,2113,Established,Grocery
15474,1871,Established,Pharmaceutical
15475,746,Established,Grocery
15476,4420,Established,Pharmaceutical
15477,278,Established,Grocery
15478,56,Local,Grocery
15479,56,Local,Pharmaceutical
15480,1479,Established,Grocery
15481,3235,Established,Meat
15482,2253,Established,Grocery
15483,714,Established,Grocery
15484,4412,Established,Pharmaceutical
15485,2076,Established,"Dairy, Juices & Snacks"
15486,56,Local,Grocery
15487,1792,Established,Bakery
15488,56,Local,Grocery
15489,3929,Established,Prepared Food
15490,56,Local,Grocery
15491,160,Established,Grocery
15492,4535,Established,"Dairy, Juices & Snacks"
15493,951,Established,Pharmaceutical
15494,867,Established,Grocery
15495,56,Local,Grocery
15496,5184,Established,Pharmaceutical
15497,1,Established,Natural Products
15498,2337,Established,Skin & Hair Care
15499,212,Established,Grocery
15500,4962,Established,Grocery
15501,1388,Established,Grocery
15502,946,Established,Grocery
15503,212,Established,Grocery
15504,4233,Established,Meat
15505,829,Established,Pharmaceutical
15506,3771,Established,Meat
15507,280,Established,Grocery
15508,56,Local,Grocery
15509,524,Established,Grocery
15510,560,Established,Pharmaceutical
15511,1219,Established,"Dairy, Juices & Snacks"
15512,1647,Established,Grocery
15513,4346,Established,Pharmaceutical
15514,2399,Established,Grocery
15515,1145,Established,Grocery
15516,1898,Established,Packaged Meat
15517,2088,Established,Pharmaceutical
15518,1460,Established,Pharmaceutical
15519,4358,Established,Skin & Hair Care
15520,332,Established,Grocery
15521,1587,Established,Grocery
15522,1707,Established,Grocery
15523,5154,Established,"Dairy, Juices & Snacks"
15524,5077,Established,Grocery
15525,1266,Established,Pharmaceutical
15526,176,Established,Bakery
15527,487,Established,Grocery
15528,1,Established,Salads
15529,183,Established,Pharmaceutical
15530,2020,Established,Packaged Meat
15531,698,Established,Pharmaceutical
15532,2071,Established,Pharmaceutical
15533,158,Established,Pharmaceutical
15534,791,Established,Grocery
15535,673,Established,Pharmaceutical
15536,1470,Established,Skin & Hair Care
15537,2651,Established,Meat
15538,946,Established,Grocery
15539,771,Established,Pharmaceutical
15540,1232,Established,Pharmaceutical
15541,487,Established,Grocery
15542,3486,Established,Meat
15543,172,Established,Grocery
15544,2169,Established,Grocery
15545,1848,Established,"Dairy, Juices & Snacks"
15546,2024,Established,"Dairy, Juices & Snacks"
15547,1764,Established,Pharmaceutical
15548,4302,Established,Pharmaceutical
15549,56,Local,Grocery
15550,4529,Established,Bakery
15551,2211,Established,Pharmaceutical
15552,1953,Established,Grocery
15553,951,Established,Pharmaceutical
15554,2082,Established,Pharmaceutical
15555,1612,Established,Grocery
15556,147,Established,Grocery
15557,946,Established,Grocery
15558,2128,Established,Alcohol
15559,1170,Established,Grocery
15560,2088,Established,Pharmaceutical
15561,172,Established,Grocery
15562,369,Established,Grocery
15563,1954,Established,Grocery
15564,1421,Established,Pharmaceutical
15565,2135,Established,Grocery
15566,56,Local,Grocery
15567,954,Established,Natural Products
15568,56,Local,Bakery
15569,1326,Established,Grocery
15570,56,Local,Grocery
15571,714,Established,Grocery
15572,4356,Established,Skin & Hair Care
15573,4133,Established,Meat
15574,65,Established,Grocery
15575,56,Local,Grocery
15576,2358,Established,Alcohol
15577,56,Local,Grocery
15578,158,Established,Pharmaceutical
15579,2321,Established,Grocery
15580,4371,Established,Pharmaceutical
15581,686,Established,Grocery
15582,56,Local,Grocery
15583,369,Established,Grocery
15584,89,Established,Grocery
15585,686,Established,Pharmaceutical
15586,56,Local,Grocery
15587,619,Established,Pharmaceutical
15588,2021,Established,Prepared Food
15589,1149,Established,Pharmaceutical
15590,1879,Established,Pharmaceutical
15591,446,Established,Natural Products
15592,1612,Established,Grocery
15593,923,Established,"Dairy, Juices & Snacks"
15594,79,Established,Packaged Meat
15595,4855,Established,Pharmaceutical
15596,1152,Established,Pharmaceutical
15597,655,Established,Pharmaceutical
15598,172,Established,Grocery
15599,115,Established,Grocery
15600,209,Established,Grocery
15601,1124,Established,Grocery
15602,953,Established,Pharmaceutical
15603,56,Local,Pharmaceutical
15604,56,Local,Grocery
15605,1558,Established,Grocery
15606,1657,Established,Grocery
15607,1808,Established,Grocery
15608,56,Local,Grocery
15609,946,Established,Grocery
15610,56,Local,Seafood
15611,946,Established,Grocery
15612,56,Local,Grocery
15613,4516,Established,Grocery
15614,2379,Established,Grocery
15615,1940,Established,Pharmaceutical
15616,446,Established,Natural Products
15617,1835,Established,Pharmaceutical
15618,56,Local,Grocery
15619,1596,Established,Packaged Meat
15620,953,Established,Pharmaceutical
15621,2142,Established,Grocery
15622,56,Local,Grocery
15623,4880,Established,"Dairy, Juices & Snacks"
15624,1342,Established,Pharmaceutical
15625,56,Local,Grocery
15626,1187,Established,Packaged Meat
15627,4437,Established,Pharmaceutical
15628,4745,Established,Grocery
15629,1822,Established,Pharmaceutical
15630,1,Established,Natural Products
15631,2025,Established,Grocery
15632,2113,Established,Grocery
15633,461,Established,Grocery
15634,56,Local,Grocery
15635,2275,Established,Grocery
15636,3289,Established,Prepared Food
15637,1016,Established,Grocery
15638,1361,Established,Pharmaceutical
15639,56,Local,Pharmaceutical
15640,1806,Established,Grocery
15641,2122,Established,Grocery
15642,1407,Established,Bakery
15643,1636,Established,Grocery
15644,56,Local,Pharmaceutical
15645,1124,Established,Grocery
15646,231,Established,Grocery
15647,1636,Established,Grocery
15648,2131,Established,Grocery
15649,56,Local,Pharmaceutical
15650,1701,Established,Grocery
15651,56,Local,Bakery
15652,334,Established,Grocery
15653,56,Local,Packaged Meat
15654,4929,Established,Miscellaneous
15655,189,Established,Pharmaceutical
15656,1124,Established,Grocery
15657,241,Established,Seafood
15658,1059,Established,Grocery
15659,686,Established,Pharmaceutical
15660,1773,Established,Pharmaceutical
15661,216,Established,Grocery
15662,56,Local,Pharmaceutical
15663,56,Local,Grocery
15664,4863,Established,Pharmaceutical
15665,1707,Established,Grocery
15666,864,Established,Grocery
15667,1103,Established,Alcohol
15668,4467,Established,Pharmaceutical
15669,507,Established,Grocery
15670,1524,Established,Pharmaceutical
15671,2088,Established,Pharmaceutical
15672,1932,Established,Grocery
15673,4466,Established,"Dairy, Juices & Snacks"
15674,522,Established,Grocery
15675,619,Established,Pharmaceutical
15676,2282,Established,Grocery
15677,713,Established,Pharmaceutical
15678,487,Established,Grocery
15679,958,Established,Grocery
15680,56,Local,Grocery
15681,5107,Established,Pharmaceutical
15682,927,Established,Prepared Food
15683,140,Established,"Dairy, Juices & Snacks"
15684,1089,Established,Grocery
15685,1693,Established,Pharmaceutical
15686,381,Established,Grocery
15687,56,Local,Grocery
15688,365,Established,"Dairy, Juices & Snacks"
15689,982,Established,Seafood
15690,1235,Established,Grocery
15691,56,Local,Skin & Hair Care
15692,1124,Established,Grocery
15693,1381,Established,Grocery
15694,1961,Established,Grocery
15695,5046,Established,Pharmaceutical
15696,790,Established,Grocery
15697,1262,Established,Pharmaceutical
15698,2307,Established,Skin & Hair Care
15699,644,Established,Pharmaceutical
15700,1958,Established,Grocery
15701,112,Established,Grocery
15702,1630,Established,Grocery
15703,332,Established,Grocery
15704,209,Established,Grocery
15705,2409,Established,"Dairy, Juices & Snacks"
15706,2234,Established,Grocery
15707,248,Established,Grocery
15708,487,Established,Grocery
15709,465,Established,Grocery
15710,454,Established,Pharmaceutical
15711,369,Established,Grocery
15712,5122,Established,Pharmaceutical
15713,2646,Established,Meat
15714,56,Local,Grocery
15715,1128,Established,Pharmaceutical
15716,1325,Established,Grocery
15717,56,Local,Grocery
15718,971,Established,Grocery
15719,602,Established,Natural Products
15720,971,Established,Grocery
15721,4417,Established,Pharmaceutical
15722,4297,Established,Pharmaceutical
15723,168,Established,"Dairy, Juices & Snacks"
15724,2208,Established,Grocery
15725,2825,Established,Flowers & Plants
15726,1820,Established,Pharmaceutical
15727,212,Established,Grocery
15728,56,Local,Grocery
15729,1906,Established,Pharmaceutical
15730,56,Local,Pharmaceutical
15731,2668,Established,Meat
15732,851,Established,Pharmaceutical
15733,1620,Established,Grocery
15734,2025,Established,Grocery
15735,4346,Established,Pharmaceutical
15736,4346,Established,Pharmaceutical
15737,56,Local,Bakery
15738,4700,Established,Grocery
15739,1308,Established,Prepared Food
15740,1,Established,Natural Products
15741,1381,Established,Grocery
15742,695,Established,Grocery
15743,53,Established,Pharmaceutical
15744,51,Established,Grocery
15745,56,Local,Grocery
15746,2613,Established,Meat
15747,291,Established,Bakery
15748,4367,Established,Pharmaceutical
15749,1145,Established,Grocery
15750,91,Established,Pharmaceutical
15751,956,Established,Pharmaceutical
15752,1149,Established,Pharmaceutical
15753,91,Established,Pharmaceutical
15754,1764,Established,Pharmaceutical
15755,2068,Established,Packaged Meat
15756,1339,Established,Grocery
15757,1587,Established,Grocery
15758,4467,Established,Pharmaceutical
15759,4302,Established,Pharmaceutical
15760,946,Established,Grocery
15761,2376,Established,Alcohol
15762,1294,Established,Natural Products
15763,855,Established,Pharmaceutical
15764,4630,Established,Pharmaceutical
15765,4581,Established,Grocery
15766,3033,Established,Meat
15767,1981,Established,Pharmaceutical
15768,56,Local,Pharmaceutical
15769,864,Established,Grocery
15770,877,Established,Grocery
15771,56,Local,Grocery
15772,2457,Established,"Dairy, Juices & Snacks"
15773,1769,Established,Pharmaceutical
15774,771,Established,Pharmaceutical
15775,2463,Established,Pharmaceutical
15776,4566,Established,Pharmaceutical
15777,22,Established,Pharmaceutical
15778,4357,Established,Pharmaceutical
15779,2164,Established,Alcohol
15780,1209,Established,Grocery
15781,946,Established,Grocery
15782,702,Established,Grocery
15783,2594,Established,Meat
15784,487,Established,Grocery
15785,451,Established,Pharmaceutical
15786,829,Established,Pharmaceutical
15787,2367,Established,Grocery
15788,1162,Established,Pharmaceutical
15789,2310,Established,"Dairy, Juices & Snacks"
15790,56,Local,Grocery
15791,143,Established,Pharmaceutical
15792,1390,Established,Pharmaceutical
15793,1803,Established,Grocery
15794,1183,Established,Grocery
15795,56,Local,Grocery
15796,1808,Established,Grocery
15797,901,Established,Pharmaceutical
15798,1446,Established,Grocery
15799,4797,Established,Grocery
15800,56,Local,Packaged Meat
15801,56,Local,Skin & Hair Care
15802,4334,Established,Pharmaceutical
15803,487,Established,Grocery
15804,56,Local,Grocery
15805,4700,Established,Grocery
15806,971,Established,Grocery
15807,1807,Established,"Dairy, Juices & Snacks"
15808,328,Established,Skin & Hair Care
15809,1603,Established,Grocery
15810,1101,Established,Grocery
15811,56,Local,Grocery
15812,2088,Established,Pharmaceutical
15813,2379,Established,Grocery
15814,1128,Established,Pharmaceutical
15815,158,Established,Pharmaceutical
15816,1842,Established,Grocery
15817,522,Established,Grocery
15818,1961,Established,Grocery
15819,4377,Established,Pharmaceutical
15820,686,Established,Pharmaceutical
15821,1850,Established,Pharmaceutical
15822,1,Established,Natural Products
15823,686,Established,Grocery
15824,1632,Established,Grocery
15825,1682,Established,Grocery
15826,190,Established,Grocery
15827,1128,Established,Pharmaceutical
15828,4642,Established,Prepared Food
15829,467,Established,Pharmaceutical
15830,278,Established,Grocery
15831,720,Established,Packaged Meat
15832,4302,Established,Pharmaceutical
15833,56,Local,Grocery
15834,1446,Established,Grocery
15835,1316,Established,Grocery
15836,1764,Established,Pharmaceutical
15837,1819,Established,Grocery
15838,2385,Established,"Dairy, Juices & Snacks"
15839,465,Established,Grocery
15840,4330,Established,Pharmaceutical
15841,984,Established,Packaged Meat
15842,4412,Established,Pharmaceutical
15843,1502,Established,Bakery
15844,97,Established,Pharmaceutical
15845,1958,Established,Grocery
15846,1094,Established,Bakery
15847,1587,Established,Grocery
15848,475,Established,Pharmaceutical
15849,1966,Established,"Dairy, Juices & Snacks"
15850,1124,Established,Grocery
15851,4390,Established,Pharmaceutical
15852,2349,Established,Grocery
15853,1342,Established,Pharmaceutical
15854,56,Local,Grocery
15855,1124,Established,Grocery
15856,212,Established,Grocery
15857,209,Established,Grocery
15858,1294,Established,Grocery
15859,2749,Established,Meat
15860,819,Established,Grocery
15861,158,Established,Pharmaceutical
15862,1975,Established,"Dairy, Juices & Snacks"
15863,56,Local,Packaged Meat
15864,2271,Local,Natural Products
15865,56,Local,Grocery
15866,56,Local,Grocery
15867,89,Established,Grocery
15868,1149,Established,Pharmaceutical
15869,56,Local,Bakery
15870,56,Local,Grocery
15871,278,Established,Grocery
15872,2105,Established,Pharmaceutical
15873,433,Established,Pharmaceutical
15874,278,Established,Grocery
15875,2035,Established,Pharmaceutical
15876,902,Established,Pharmaceutical
15877,979,Established,Grocery
15878,3681,Established,Grocery
15879,147,Established,Grocery
15880,1981,Established,Pharmaceutical
15881,56,Local,Natural Products
15882,803,Established,Grocery
15883,681,Established,Grocery
15884,619,Established,Pharmaceutical
15885,56,Local,Skin & Hair Care
15886,278,Established,Grocery
15887,2841,Established,Natural Products
15888,1533,Established,Pharmaceutical
15889,56,Local,Grocery
15890,946,Established,Grocery
15891,57,Established,Pharmaceutical
15892,231,Established,Grocery
15893,562,Established,Skin & Hair Care
15894,4890,Established,Pharmaceutical
15895,717,Established,Grocery
15896,140,Established,"Dairy, Juices & Snacks"
15897,231,Established,Grocery
15898,637,Established,Pharmaceutical
15899,4890,Established,Pharmaceutical
15900,686,Established,Grocery
15901,1124,Established,Grocery
15902,56,Local,Prepared Food
15903,1764,Established,Pharmaceutical
15904,902,Established,Pharmaceutical
15905,695,Established,Grocery
15906,857,Established,Grocery
15907,1134,Established,Grocery
15908,1771,Established,Grocery
15909,1470,Established,Skin & Hair Care
15910,339,Established,Pharmaceutical
15911,704,Established,Pharmaceutical
15912,1941,Established,Pharmaceutical
15913,1101,Established,Grocery
15914,1,Established,Natural Products
15915,56,Local,"Dairy, Juices & Snacks"
15916,172,Established,Grocery
15917,2240,Established,Grocery
15918,167,Established,Grocery
15919,1183,Established,Grocery
15920,3835,Established,Prepared Food
15921,1564,Established,Grocery
15922,56,Local,Pharmaceutical
15923,328,Established,Skin & Hair Care
15924,2240,Established,Grocery
15925,72,Established,Grocery
15926,2397,Established,Skin & Hair Care
15927,56,Local,Grocery
15928,939,Established,Grocery
15929,2240,Established,Grocery
15930,1533,Established,Pharmaceutical
15931,1145,Established,Grocery
15932,4467,Established,Pharmaceutical
15933,114,Established,Grocery
15934,1504,Established,Grocery
15935,2265,Established,Grocery
15936,954,Established,Natural Products
15937,1164,Established,Pharmaceutical
15938,482,Established,Pharmaceutical
15939,487,Established,Grocery
15940,658,Established,Natural Products
15941,4874,Established,Grocery
15942,1128,Established,Pharmaceutical
15943,1358,Established,Grocery
15944,1891,Established,Pharmaceutical
15945,56,Local,Prepared Food
15946,686,Established,Grocery
15947,1025,Established,Pharmaceutical
15948,328,Established,Skin & Hair Care
15949,206,Established,Grocery
15950,4824,Established,Grocery
15951,2412,Established,Pharmaceutical
15952,1235,Established,Grocery
15953,24,Established,Pharmaceutical
15954,4890,Established,Pharmaceutical
15955,3686,Established,Prepared Food
15956,56,Local,Seafood
15957,4376,Established,Pharmaceutical
15958,56,Local,Pharmaceutical
15959,1,Established,Natural Products
15960,2164,Established,Alcohol
15961,2396,Established,Grocery
15962,1,Established,Natural Products
15963,2684,Established,Meat
15964,709,Established,Pharmaceutical
15965,1401,Established,Grocery
15966,56,Local,Pharmaceutical
15967,1393,Established,Packaged Meat
15968,2629,Established,Meat
15969,726,Established,Pharmaceutical
15970,328,Established,Skin & Hair Care
15971,718,Established,Prepared Food
15972,141,Established,Grocery
15973,242,Established,Pharmaceutical
15974,2203,Established,Grocery
15975,1764,Established,Pharmaceutical
15976,2128,Established,Alcohol
15977,1016,Established,Grocery
15978,4768,Established,Prepared Food
15979,4295,Established,Grocery
15980,1533,Established,Pharmaceutical
15981,56,Local,Grocery
15982,1727,Established,Pharmaceutical
15983,230,Established,Pharmaceutical
15984,989,Established,Packaged Meat
15985,1989,Established,Skin & Hair Care
15986,4792,Established,Grocery
15987,686,Established,Pharmaceutical
15988,1412,Established,Pharmaceutical
15989,4834,Established,Pharmaceutical
15990,1235,Established,Grocery
15991,133,Established,Grocery
15992,97,Established,Pharmaceutical
15993,801,Established,Pharmaceutical
15994,789,Established,"Dairy, Juices & Snacks"
15995,4839,Established,Grocery
15996,209,Established,Grocery
15997,128,Established,"Dairy, Juices & Snacks"
15998,623,Established,Grocery
15999,2127,Established,Grocery
16000,4380,Established,Pharmaceutical
16001,971,Established,Grocery
16002,56,Local,Grocery
16003,1470,Established,Pharmaceutical
16004,2311,Established,Grocery
16005,56,Local,Pharmaceutical
16006,1447,Established,Grocery
16007,1957,Established,Grocery
16008,56,Local,Grocery
16009,634,Established,Grocery
16010,5077,Established,Grocery
16011,1820,Established,Pharmaceutical
16012,65,Established,Grocery
16013,1262,Established,Pharmaceutical
16014,866,Established,Skin & Hair Care
16015,1319,Established,Pharmaceutical
16016,487,Established,Grocery
16017,56,Local,"Dairy, Juices & Snacks"
16018,946,Established,Grocery
16019,434,Established,Pharmaceutical
16020,56,Local,Grocery
16021,1362,Established,Grocery
16022,56,Local,Prepared Food
16023,97,Established,Pharmaceutical
16024,2321,Established,Grocery
16025,2124,Established,Grocery
16026,4412,Established,Pharmaceutical
16027,696,Established,Grocery
16028,834,Established,Pharmaceutical
16029,997,Established,Grocery
16030,1184,Established,Prepared Food
16031,4329,Established,Pharmaceutical
16032,316,Established,Pharmaceutical
16033,1558,Established,Grocery
16034,1286,Established,Prepared Food
16035,56,Local,Grocery
16036,2564,Established,Meat
16037,1135,Established,Pharmaceutical
16038,623,Established,Grocery
16039,1945,Established,Pharmaceutical
16040,951,Established,Pharmaceutical
16041,56,Local,Grocery
16042,4422,Established,Pharmaceutical
16043,2135,Established,Grocery
16044,4318,Established,Pharmaceutical
16045,4478,Established,Grocery
16046,809,Established,Grocery
16047,3643,Established,Prepared Food
16048,56,Local,Grocery
16049,595,Established,Meat
16050,1124,Established,Grocery
16051,2908,Established,Pharmaceutical
16052,475,Established,Pharmaceutical
16053,56,Local,Pharmaceutical
16054,686,Established,Grocery
16055,2025,Established,Grocery
16056,4960,Established,Grocery
16057,1827,Established,Grocery
16058,3111,Established,Prepared Food
16059,56,Local,Pharmaceutical
16060,244,Established,Grocery
16061,56,Local,Grocery
16062,1649,Established,Grocery
16063,1266,Established,Pharmaceutical
16064,183,Established,Pharmaceutical
16065,56,Local,Grocery
16066,2138,Established,Grocery
16067,410,Established,Pharmaceutical
16068,57,Established,Pharmaceutical
16069,4642,Established,Prepared Food
16070,311,Established,Pharmaceutical
16071,1235,Established,Grocery
16072,539,Established,Pharmaceutical
16073,724,Established,Pharmaceutical
16074,619,Established,Pharmaceutical
16075,1375,Established,Grocery
16076,3031,Established,Meat
16077,56,Local,Pharmaceutical
16078,4529,Established,Bakery
16079,56,Local,Grocery
16080,1598,Established,Grocery
16081,4467,Established,Pharmaceutical
16082,56,Local,Grocery
16083,1878,Established,Pharmaceutical
16084,200,Established,Grocery
16085,278,Established,Grocery
16086,1235,Established,Grocery
16087,1638,Established,Grocery
16088,1632,Established,Grocery
16089,1504,Established,Grocery
16090,4127,Established,Meat
16091,2240,Established,Grocery
16092,56,Local,Grocery
16093,209,Established,Grocery
16094,1539,Established,Grocery
16095,681,Established,Grocery
16096,91,Established,Pharmaceutical
16097,739,Established,"Dairy, Juices & Snacks"
16098,56,Local,Pharmaceutical
16099,4991,Established,"Dairy, Juices & Snacks"
16100,56,Local,Grocery
16101,946,Established,Grocery
16102,2004,Established,Natural Products
16103,284,Established,Grocery
16104,4985,Established,Miscellaneous
16105,1764,Established,Pharmaceutical
16106,56,Local,Pharmaceutical
16107,1211,Established,Pharmaceutical
16108,1496,Established,Pharmaceutical
16109,1,Established,Natural Products
16110,56,Local,Grocery
16111,602,Established,Flowers & Plants
16112,1891,Established,Pharmaceutical
16113,1390,Established,Pharmaceutical
16114,1598,Established,Grocery
16115,986,Established,Grocery
16116,1796,Established,Grocery
16117,56,Local,Prepared Food
16118,1540,Established,Pharmaceutical
16119,56,Local,Grocery
16120,1842,Established,Grocery
16121,5057,Established,"Dairy, Juices & Snacks"
16122,56,Local,Grocery
16123,487,Established,Packaged Meat
16124,828,Established,Grocery
16125,2025,Established,Grocery
16126,1390,Established,Pharmaceutical
16127,89,Established,Grocery
16128,296,Established,Bakery
16129,56,Local,Pharmaceutical
16130,49,Established,Grocery
16131,56,Local,Grocery
16132,56,Local,Grocery
16133,2602,Established,Meat
16134,334,Established,Grocery
16135,56,Local,Prepared Food
16136,1086,Established,Prepared Food
16137,1145,Established,Grocery
16138,468,Established,Grocery
16139,5262,Established,Bakery
16140,487,Established,Grocery
16141,4412,Established,Pharmaceutical
16142,209,Established,Grocery
16143,4915,Established,Grocery
16144,482,Established,Pharmaceutical
16145,1898,Established,Packaged Meat
16146,97,Established,Pharmaceutical
16147,531,Established,Grocery
16148,596,Established,Grocery
16149,1707,Established,Grocery
16150,619,Established,Pharmaceutical
16151,56,Local,Grocery
16152,1612,Established,Prepared Food
16153,1714,Established,Grocery
16154,3909,Established,Prepared Food
16155,2315,Established,Pharmaceutical
16156,487,Established,Grocery
16157,366,Established,Grocery
16158,2074,Established,Grocery
16159,1922,Established,Grocery
16160,2496,Established,Meat
16161,56,Local,Pharmaceutical
16162,212,Established,Grocery
16163,2036,Established,Prepared Food
16164,4412,Established,Pharmaceutical
16165,487,Established,Grocery
16166,2800,Established,Flowers & Plants
16167,1000,Established,Packaged Meat
16168,482,Established,Pharmaceutical
16169,4412,Established,Pharmaceutical
16170,56,Local,Packaged Meat
16171,206,Established,Grocery
16172,1124,Established,Grocery
16173,986,Established,Grocery
16174,1442,Established,Grocery
16175,702,Established,Grocery
16176,702,Established,Packaged Meat
16177,1274,Established,Pharmaceutical
16178,162,Established,Grocery
16179,951,Established,Pharmaceutical
16180,4467,Established,Pharmaceutical
16181,2004,Established,Packaged Meat
16182,1529,Established,Pharmaceutical
16183,57,Established,Pharmaceutical
16184,56,Local,Grocery
16185,771,Established,Pharmaceutical
16186,4609,Established,Grocery
16187,951,Established,Pharmaceutical
16188,1358,Established,Packaged Meat
16189,989,Established,Packaged Meat
16190,1145,Established,Grocery
16191,522,Established,Grocery
16192,4763,Established,Bakery
16193,1503,Established,Grocery
16194,252,Established,Grocery
16195,2224,Established,Grocery
16196,56,Local,Pharmaceutical
16197,3408,Established,Prepared Food
16198,89,Established,Grocery
16199,602,Established,Natural Products
16200,1262,Established,Pharmaceutical
16201,666,Established,"Dairy, Juices & Snacks"
16202,339,Established,Pharmaceutical
16203,1262,Established,Pharmaceutical
16204,465,Established,Grocery
16205,56,Local,Prepared Food
16206,1531,Established,Pharmaceutical
16207,1278,Established,Packaged Meat
16208,2240,Established,Grocery
16209,406,Established,Grocery
16210,4417,Established,Pharmaceutical
16211,946,Established,Grocery
16212,584,Established,Grocery
16213,1271,Established,Pharmaceutical
16214,1423,Established,Pharmaceutical
16215,332,Established,Grocery
16216,1564,Established,Grocery
16217,4004,Established,Meat
16218,951,Established,Pharmaceutical
16219,2205,Established,Skin & Hair Care
16220,328,Established,Skin & Hair Care
16221,686,Established,Pharmaceutical
16222,1274,Established,Pharmaceutical
16223,813,Established,Grocery
16224,4359,Established,Skin & Hair Care
16225,1349,Established,Pharmaceutical
16226,2908,Established,Pharmaceutical
16227,1463,Established,Grocery
16228,209,Established,Grocery
16229,946,Established,Grocery
16230,56,Local,Grocery
16231,281,Established,Pharmaceutical
16232,421,Established,Grocery
16233,4378,Established,Pharmaceutical
16234,141,Established,Grocery
16235,686,Established,Pharmaceutical
16236,281,Established,Pharmaceutical
16237,673,Established,Pharmaceutical
16238,56,Local,Pharmaceutical
16239,673,Established,Grocery
16240,158,Established,Pharmaceutical
