id,campaign_id,coupon_id,customer_id,redemption_status
41994,5,967,761,0
41995,4,551,66,0
41996,12,526,873,0
41997,30,343,450,0
41998,13,136,1334,0
41999,26,797,989,0
42002,8,1018,1188,0
42004,8,537,876,0
42006,13,472,1246,0
42008,29,1081,1140,0
42009,26,937,225,0
42011,9,287,1471,0
42013,8,812,757,0
42015,9,578,924,0
42017,13,284,427,0
42018,8,256,485,0
42020,5,663,1472,0
42021,3,837,998,0
42023,8,532,1202,0
42024,13,113,1490,0
42025,29,985,26,0
42026,13,418,1466,0
42028,11,669,1469,0
42030,29,696,1036,0
42031,8,656,964,0
42032,11,759,228,0
42033,13,627,1366,0
42034,8,54,1470,0
42035,11,913,811,0
42036,13,157,1523,0
42037,8,645,1420,0
42038,30,288,133,0
42040,13,121,39,0
42041,30,659,88,0
42042,30,794,151,0
42046,8,433,584,0
42049,30,351,204,0
42050,10,15,1566,0
42052,8,817,510,0
42054,8,66,1202,0
42056,30,320,637,0
42057,8,807,251,0
42058,13,1047,1189,0
42060,8,654,27,0
42061,8,757,198,0
42062,8,694,1062,0
42064,13,1056,1455,0
42067,13,485,368,0
42068,13,885,612,0
42070,8,1110,647,0
42071,9,575,479,0
42072,9,105,440,0
42073,5,967,1004,0
42075,8,292,338,0
42076,10,689,1372,0
42078,8,75,808,0
42079,13,450,575,0
42082,13,253,1543,0
42084,5,1043,195,0
42087,13,111,859,0
42088,13,517,1419,0
42089,12,496,1360,0
42090,8,11,758,0
42094,8,430,1238,0
42095,5,967,109,0
42096,8,885,1036,0
42097,29,416,570,0
42100,8,709,829,0
42102,4,803,1439,0
42103,8,705,125,0
42104,12,466,1257,0
42105,13,281,678,0
42109,13,610,1270,0
42110,13,420,1316,0
42113,13,145,132,0
42116,10,732,1028,0
42119,8,100,1556,0
42122,26,327,606,0
42125,8,51,1316,0
42126,26,476,321,0
42127,7,392,851,0
42128,13,24,1226,0
42129,29,597,113,0
42130,11,658,957,0
42131,30,1003,72,0
42134,30,500,313,0
42135,26,334,957,0
42136,13,142,1166,0
42137,8,449,1276,0
42138,8,709,1034,0
42140,13,125,670,0
42142,13,920,132,0
42144,12,1075,939,0
42145,13,138,855,0
42147,8,979,194,0
42148,13,780,487,0
42149,11,658,373,0
42150,8,82,1381,0
42151,13,139,196,0
42153,30,997,1351,0
42156,8,99,1468,0
42157,5,689,1555,0
42158,26,963,1458,0
42159,13,113,596,0
42160,8,1073,994,0
42161,27,398,1430,0
42164,4,791,209,0
42165,8,654,11,0
42166,13,172,1401,0
42168,30,364,402,0
42169,8,942,574,0
42170,13,1025,8,0
42172,8,754,82,1
42173,13,617,481,0
42175,8,983,1003,0
42176,7,687,1070,0
42177,8,98,373,0
42179,26,313,596,0
42182,13,130,1339,0
42184,11,658,1216,0
42186,8,57,30,0
42187,12,1075,293,0
42188,8,761,838,0
42190,13,517,304,0
42191,13,468,617,0
42192,11,795,474,0
42194,8,80,892,0
42196,26,288,1429,0
42197,26,991,191,0
42199,8,50,879,0
42204,8,55,1364,0
42205,13,157,372,0
42207,8,74,521,0
42212,30,1024,597,0
42213,3,726,464,0
42214,9,287,1463,0
42216,8,68,63,0
42218,30,625,1355,0
42219,13,131,1392,0
42221,30,308,524,0
42222,8,72,1257,0
42223,29,868,1162,0
42224,8,77,31,0
42225,11,980,1531,0
42226,8,964,1388,0
42227,29,696,973,0
42229,8,437,372,0
42231,8,91,1257,0
42232,30,924,1332,0
42233,13,511,496,0
42234,9,705,1505,0
42236,8,62,919,0
42237,26,521,365,0
42239,13,1007,705,0
42241,6,677,1232,0
42243,30,355,667,0
42245,13,672,130,0
42246,13,1031,230,0
42247,29,800,484,0
42249,13,951,1565,0
42251,13,172,136,0
42254,8,91,1457,0
42256,8,90,719,0
42257,13,517,1304,0
42259,10,15,1516,0
42260,8,59,1109,0
42261,8,709,34,0
42263,9,578,1252,0
42264,11,1012,1460,0
42265,8,792,868,0
42267,29,943,152,0
42268,10,280,627,0
42269,8,1018,962,0
42271,8,624,1432,0
42272,13,136,1059,0
42273,7,986,1208,0
42274,8,981,536,0
42276,13,150,1213,0
42277,13,141,912,0
42278,13,154,552,0
42279,8,846,104,0
42280,26,521,943,0
42281,13,145,802,0
42282,13,156,670,0
42283,26,344,1291,0
42284,8,293,1411,0
42285,5,893,1182,0
42288,13,625,725,0
42290,8,93,652,0
42291,13,960,1117,0
42292,13,116,11,0
42295,13,723,886,0
42296,8,682,226,0
42297,8,97,1238,0
42301,13,951,733,0
42302,9,105,804,0
42303,13,982,666,0
42304,4,16,300,0
42305,8,983,14,0
42306,26,1106,236,0
42307,8,513,1046,0
42309,29,619,1045,0
42311,8,46,565,0
42315,13,949,623,0
42317,13,578,959,1
42319,13,472,757,0
42320,13,681,529,0
42322,30,1076,919,0
42323,26,468,1283,0
42324,8,623,1356,0
42325,13,113,1489,0
42327,13,1007,299,0
42328,26,1093,935,0
42331,13,881,367,0
42332,8,1085,910,0
42333,30,294,1060,0
42334,5,893,1368,0
42335,26,473,732,0
42336,8,725,183,0
42337,13,909,441,0
42338,13,137,1315,0
42339,27,393,1074,0
42340,7,1102,694,0
42341,10,280,809,0
42342,30,974,1379,0
42346,13,705,1012,0
42349,13,145,1178,0
42350,30,541,387,0
42351,8,473,411,0
42353,8,558,44,0
42355,30,984,1348,0
42357,8,907,743,0
42359,8,82,855,0
42360,26,340,849,0
42361,8,81,1033,0
42363,8,58,1095,0
42364,13,25,823,0
42365,8,740,1129,0
42367,26,246,712,0
42369,30,1051,1574,0
42370,26,748,93,0
42372,26,820,1405,0
42373,29,785,131,0
42374,13,561,932,0
42375,13,480,1582,0
42378,8,979,725,0
42382,13,480,1315,0
42384,8,920,703,0
42385,29,896,19,0
42387,29,750,278,0
42389,8,889,835,0
42392,30,786,1227,0
42393,5,689,844,0
42396,13,386,1290,0
42397,30,500,1246,0
42398,13,112,1467,0
42399,12,466,998,0
42400,8,91,920,0
42401,30,376,937,0
42402,13,885,743,0
42403,9,105,205,0
42406,12,496,90,0
42408,26,931,90,0
42409,30,324,342,0
42410,8,793,94,0
42411,8,661,1195,0
42412,8,707,1394,0
42415,13,152,1146,0
42417,5,1043,378,0
42418,26,1011,1226,0
42420,8,1085,1578,1
42422,26,466,1132,0
42424,13,168,269,0
42427,26,667,1388,0
42428,30,678,263,0
42429,8,48,848,0
42432,13,115,536,0
42434,8,424,1185,0
42435,30,872,202,0
42436,8,598,289,0
42438,13,277,611,0
42440,8,48,657,0
42441,2,514,675,0
42442,13,1031,1524,0
42443,12,496,508,0
42444,12,107,545,0
42445,13,473,1146,0
42446,8,1070,1167,0
42447,13,719,403,0
42449,26,764,1522,0
42451,4,651,294,0
42455,8,782,770,0
42456,8,430,1341,0
42457,13,734,1011,0
42458,13,408,318,0
42459,8,71,870,0
42460,13,995,828,0
42461,13,126,543,0
42465,8,1059,949,0
42466,29,750,973,0
42467,8,73,62,0
42468,8,1081,1375,0
42469,8,970,44,0
42470,11,910,195,0
42472,13,118,1168,0
42473,9,607,262,0
42474,8,58,1062,0
42475,8,83,264,0
42476,5,967,802,0
42478,13,517,242,0
42479,8,865,1172,0
42482,8,733,362,0
42483,8,817,1541,0
42484,4,651,621,0
42485,27,1092,464,0
42488,4,591,1396,0
42489,30,872,1144,0
42490,13,987,508,0
42492,8,51,1540,0
42494,11,571,557,0
42500,13,485,691,0
42501,29,458,117,0
42503,8,761,1480,0
42504,8,882,672,0
42505,8,922,1397,0
42506,30,391,245,0
42512,29,1081,63,0
42514,4,651,1543,1
42516,8,66,304,0
42517,13,249,1199,0
42518,13,146,872,0
42519,8,80,862,0
42520,13,1025,1477,0
42521,13,121,1487,0
42522,13,119,661,0
42523,26,630,1044,0
42525,13,726,1329,0
42526,13,134,1042,0
42527,8,804,1201,0
42529,26,328,214,0
42530,11,1099,72,0
42531,8,902,744,0
42535,8,740,553,0
42537,26,981,916,0
42541,8,14,1390,0
42542,13,25,1306,0
42543,13,483,183,0
42546,4,104,1187,0
42548,13,126,712,0
42550,8,93,505,0
42551,7,641,28,0
42552,8,882,1490,0
42553,11,669,518,0
42554,10,824,1490,0
42555,13,281,1312,0
42556,11,759,327,0
42558,5,1043,7,0
42559,8,55,923,0
42560,7,17,299,0
42561,12,492,536,0
42562,8,865,1252,0
42563,13,157,1035,0
42566,4,551,416,0
42568,3,828,1192,0
42570,13,1108,1284,0
42573,8,103,208,0
42574,13,951,244,0
42575,13,408,404,0
42577,12,526,1428,0
42578,26,374,171,0
42579,8,509,1317,0
42581,30,528,626,0
42584,12,109,1167,0
42587,13,960,53,0
42588,7,986,553,0
42589,2,1047,679,0
42591,11,571,962,0
42592,12,496,379,0
42595,8,882,1378,0
42598,30,1001,1547,0
42599,13,886,709,0
42600,13,601,1105,0
42604,30,1071,724,0
42606,8,449,1252,0
42607,13,277,292,0
42609,13,284,1133,0
42610,13,508,1522,0
42612,13,672,1046,0
42613,13,164,1095,0
42614,13,987,552,0
42618,13,705,753,0
42619,30,786,632,0
42620,29,448,7,0
42622,13,406,1175,0
42623,27,1088,195,0
42625,10,968,844,0
42626,29,787,784,0
42627,8,276,1314,0
42630,30,261,1241,0
42631,13,169,787,0
42634,30,438,461,0
42637,8,920,649,0
42638,11,669,1411,0
42640,13,147,1319,0
42641,30,668,1405,0
42643,26,660,968,0
42644,8,744,1371,0
42645,30,426,1332,0
42646,26,1,766,0
42647,13,483,980,0
42648,8,437,1450,0
42652,13,154,1341,0
42653,13,771,305,0
42654,9,19,1582,0
42655,13,885,1332,0
42656,8,101,631,0
42657,8,72,1188,0
42658,26,451,1378,0
42664,8,707,1314,0
42665,13,470,839,0
42667,13,162,481,0
42668,13,886,1212,0
42672,13,517,1266,0
42673,11,669,28,0
42676,30,325,1337,0
42677,9,105,580,0
42678,8,78,795,0
42680,27,398,1469,0
42682,8,661,432,0
42685,30,907,191,0
42687,8,598,1405,0
42689,26,931,799,0
42691,13,244,114,0
42692,11,1099,1520,0
42694,26,476,1436,0
42695,26,350,507,0
42696,8,256,1147,0
42699,8,9,881,0
42700,26,451,523,0
42701,9,520,608,0
42702,8,1049,1469,0
42704,2,744,416,0
42705,13,513,1484,0
42706,8,103,260,0
42707,10,106,1334,0
42712,13,130,555,0
42715,26,593,419,0
42718,13,121,145,0
42719,5,934,1302,0
42721,8,919,1005,0
42722,13,138,228,0
42723,13,1056,966,0
42725,5,689,418,0
42726,8,6,829,0
42727,13,151,505,0
42729,8,532,1092,0
42730,8,682,992,0
42732,29,1040,1041,0
42733,8,66,688,0
42734,26,745,435,0
42735,13,1032,186,0
42736,8,85,838,0
42737,13,617,1352,0
42738,11,1044,1574,0
42739,12,783,1349,0
42741,8,1063,453,0
42742,13,1047,413,0
42743,4,860,324,0
42746,12,107,1148,0
42747,13,1065,271,0
42749,8,89,852,0
42752,8,292,520,0
42755,2,853,1223,0
42756,30,364,1046,0
42757,13,734,58,0
42759,12,526,1036,0
42760,30,479,791,0
42762,9,870,590,0
42763,8,554,720,0
42766,9,287,861,0
42768,13,692,231,0
42774,13,625,166,0
42775,9,691,897,0
42776,13,909,1456,0
42779,13,766,97,0
42780,4,551,784,0
42781,13,22,90,0
42783,8,983,978,0
42784,13,865,921,0
42786,13,644,1302,0
42789,30,307,974,0
42797,30,712,344,0
42798,26,514,1132,0
42801,8,269,1112,0
42802,13,110,927,0
42803,8,494,250,0
42804,30,381,513,0
42805,8,96,538,0
42806,30,889,867,0
42807,8,430,644,0
42808,8,942,1516,0
42809,30,1051,283,0
42811,9,896,1241,0
42812,30,872,745,0
42814,26,334,1401,0
42817,13,1027,1004,0
42818,8,1000,579,0
42823,26,739,152,0
42825,8,1070,1141,0
42826,13,653,519,0
42827,13,135,932,0
42829,13,694,753,0
42831,13,891,351,0
42832,8,430,1497,0
42835,13,995,375,0
42838,13,168,691,0
42839,8,1049,505,0
42840,8,624,1257,0
42842,8,585,514,0
42844,30,531,1418,0
42845,5,279,1516,0
42846,13,705,368,0
42849,26,1090,162,0
42850,29,445,659,0
42851,13,156,283,0
42855,8,61,933,0
42858,8,97,1180,0
42860,8,772,1381,0
42861,26,589,590,0
42862,26,783,865,0
42865,30,341,510,0
42866,8,256,930,0
42867,13,1025,737,0
42868,5,955,1522,0
42871,13,172,99,0
42872,8,247,969,0
42873,8,846,275,0
42874,13,588,995,0
42875,13,20,239,0
42877,13,1108,1069,0
42879,29,643,1485,0
42880,30,872,293,0
42881,13,692,183,0
42882,13,771,254,0
42883,30,364,1248,0
42884,4,651,271,0
42886,8,808,795,0
42887,8,544,957,0
42888,13,881,338,0
42889,9,19,690,0
42890,8,808,655,0
42891,12,470,869,0
42892,8,94,1126,0
42894,8,879,1346,0
42896,13,601,1022,0
42897,13,888,461,0
42898,30,579,547,0
42903,26,898,1290,0
42904,10,457,909,0
42905,13,161,1063,0
42906,8,883,424,0
42907,8,292,1387,0
42909,8,437,813,0
42910,8,744,508,0
42912,30,1001,1367,0
42916,7,641,1476,0
42917,29,448,962,0
42919,10,106,1305,0
42920,13,418,111,0
42921,13,844,1475,0
42923,10,279,1064,0
42927,13,987,1073,0
42931,8,57,1475,0
42932,13,681,1410,0
42934,8,79,1086,0
42937,13,115,402,0
42939,9,788,189,0
42943,13,122,75,0
42944,9,287,467,0
42946,13,1070,83,0
42950,8,1073,839,0
42951,12,466,787,0
42952,30,798,823,0
42953,8,83,1573,0
42959,30,311,592,0
42960,8,11,74,0
42965,13,942,678,0
42966,13,160,418,0
42970,8,271,1489,0
42972,4,860,271,0
42974,13,135,918,0
42975,13,920,189,0
42977,8,700,1246,0
42978,8,558,66,0
42979,8,283,718,0
42980,13,273,1086,0
42982,1,568,188,0
42983,13,121,1578,0
42984,30,911,725,0
42986,7,392,446,0
42987,13,122,360,0
42988,13,705,652,0
42989,13,148,1241,0
42991,12,783,731,0
42993,26,991,171,0
42994,13,111,679,0
42995,2,583,636,0
43001,9,19,1044,0
43003,13,485,952,0
43004,30,282,574,0
43008,8,979,745,0
43011,13,1100,464,0
43012,13,608,124,0
43018,26,752,1310,0
43019,13,166,1376,0
43022,13,726,588,0
43023,26,1019,225,0
43024,8,8,1399,0
43025,30,288,9,0
43028,13,110,459,0
43029,8,50,843,0
43030,13,467,313,0
43031,8,283,290,0
43032,4,104,1017,0
43037,11,795,533,0
43038,9,705,868,0
43039,5,431,1311,0
43041,13,153,729,0
43044,10,279,1028,0
43046,12,492,1159,0
43047,30,359,1241,0
43048,8,1085,727,0
43049,30,909,241,0
43051,3,832,1457,0
43053,9,105,861,0
43054,8,889,935,0
43055,13,273,837,0
43059,26,323,425,0
43060,13,418,810,0
43061,9,468,797,0
43062,13,734,351,0
43063,8,808,1454,0
43064,30,602,1258,0
43065,29,265,825,0
43067,13,120,1455,0
43068,11,658,1023,0
43069,30,269,38,0
43070,10,689,7,0
43072,8,49,1186,0
43074,8,433,1574,0
43075,29,265,865,0
43077,10,106,1224,0
43078,26,926,626,0
43079,8,532,164,0
43081,8,911,1556,0
43082,11,910,350,0
43083,29,1081,1443,0
43084,30,974,273,0
43085,8,430,495,0
43087,29,597,81,0
43090,13,515,741,0
43092,8,1018,163,0
43093,8,99,1467,0
43094,8,99,355,0
43095,13,126,1145,0
43096,13,987,997,0
43097,8,83,679,0
43101,26,369,1049,0
43102,13,766,43,0
43103,8,54,1451,0
43105,13,881,1331,0
43106,8,585,1285,0
43107,26,329,849,0
43108,12,496,1167,0
43112,8,723,498,0
43114,8,87,810,0
43115,8,72,159,0
43118,13,465,429,0
43120,8,883,239,0
43121,29,1035,7,0
43122,29,621,460,0
43124,13,890,875,0
43125,30,500,151,0
43127,30,324,464,1
43128,28,1041,72,0
43131,13,21,998,1
43132,30,708,191,0
43134,8,707,717,0
43136,8,740,1472,0
43137,8,907,828,0
43139,8,709,369,0
43140,26,746,234,0
43142,30,683,1164,0
43143,13,949,1501,0
43144,11,971,440,0
43148,8,14,346,0
43150,8,490,718,0
43151,30,900,1310,0
43153,11,1044,1144,0
43159,30,923,713,0
43161,13,940,460,0
43162,8,805,741,0
43166,11,1012,958,0
43169,13,940,735,0
43171,8,47,973,0
43172,13,148,622,0
43173,30,708,402,0
43175,13,667,61,0
43176,13,723,559,0
43178,8,285,301,0
43179,8,63,212,0
43181,8,808,744,0
43182,30,708,207,0
43185,13,766,243,0
43186,29,985,825,0
43187,12,108,1293,0
43188,30,965,683,0
43190,8,1002,123,0
43191,7,392,1434,0
43192,8,57,1169,0
43193,8,705,595,0
43195,30,865,583,0
43197,9,896,1089,0
43198,8,733,997,0
43199,30,863,413,0
43200,30,733,231,0
43201,13,1108,559,0
43202,26,666,158,0
43204,12,779,295,0
43205,11,913,1537,0
43207,26,361,590,0
43208,13,138,834,0
43209,13,1025,1017,0
43212,8,52,99,0
43214,13,1114,1419,0
43215,13,121,412,0
43216,13,511,569,0
43217,8,911,441,0
43218,8,11,1085,0
43220,8,7,138,0
43221,8,67,1168,0
43222,13,815,821,0
43223,8,615,1384,0
43224,13,262,1035,0
43226,13,440,319,0
43227,13,508,497,0
43228,13,142,927,0
43230,13,1083,374,0
43232,13,160,592,0
43233,8,804,1520,0
43234,28,1061,1025,0
43236,8,58,1084,0
43239,29,538,1573,0
43240,8,623,450,0
43242,13,627,1081,0
43243,13,714,586,0
43246,12,526,686,0
43247,8,919,1131,0
43251,29,538,1198,0
43252,13,150,1382,0
43254,29,787,102,0
43256,13,881,320,0
43257,13,132,1030,0
43258,8,942,1031,0
43260,13,25,11,0
43262,26,947,1104,0
43268,8,747,765,0
43269,30,666,1164,0
43270,10,689,957,0
43271,2,460,1260,0
43273,8,70,21,0
43274,26,1019,639,0
43276,29,868,570,0
43277,29,443,1485,0
43280,8,102,515,0
43281,13,118,1086,0
43282,13,483,1183,0
43284,9,287,865,0
43285,13,115,90,0
43287,13,530,275,0
43288,13,504,1463,0
43291,13,1033,708,0
43296,9,635,63,0
43297,8,76,1085,0
43302,13,758,1246,0
43303,8,470,1555,0
43304,8,658,683,0
43305,8,754,712,1
43306,8,915,398,0
43308,30,426,11,0
43309,30,288,953,0
43311,8,762,543,0
43313,26,926,1202,0
43315,28,315,1025,0
43316,13,253,473,0
43318,5,934,1152,0
43320,26,369,1198,0
43321,13,27,789,0
43322,29,443,962,0
43325,13,277,1284,0
43327,10,689,1378,0
43328,13,163,578,0
43329,13,754,1145,0
43330,29,982,669,0
43331,13,163,1055,0
43332,8,622,1357,0
43334,8,722,1477,0
43335,8,661,911,1
43336,30,449,236,0
43337,13,1100,1493,0
43338,26,246,687,0
43340,13,152,628,0
43341,8,269,1458,0
43342,8,1045,1039,0
43343,13,124,508,0
43344,13,128,1133,0
43345,26,917,1363,0
43346,8,1070,621,0
43350,10,934,987,0
43353,11,1012,1095,0
43354,13,995,1030,0
43355,11,658,395,0
43356,13,168,372,0
43357,5,455,967,0
43359,13,778,801,0
43360,8,907,623,0
43361,30,990,1288,0
43363,11,913,228,0
43364,8,792,1064,0
43368,9,468,1198,0
43371,13,161,1048,0
43372,2,1107,1450,0
43373,8,550,965,0
43374,13,253,1208,0
43375,29,896,182,0
43379,8,817,177,0
43380,7,1050,481,0
43381,8,94,536,0
43382,13,865,1464,0
43383,13,418,830,0
43384,26,361,63,0
43385,13,293,860,0
43386,26,852,152,0
43387,8,624,529,0
43391,8,1110,731,0
43392,10,996,464,0
43393,8,50,926,0
43394,11,913,275,0
43395,26,917,235,0
43396,11,506,50,0
43397,7,641,180,0
43398,8,744,357,0
43399,13,705,510,0
43400,8,501,718,0
43401,9,578,457,0
43409,8,682,362,0
43410,29,750,23,0
43411,13,679,872,0
43412,26,745,598,0
43414,13,113,1199,0
43415,13,140,753,0
43417,8,682,43,0
43418,12,572,379,0
43420,26,340,1167,0
43421,26,862,1104,0
43422,13,731,204,0
43423,8,76,850,0
43426,8,248,1507,0
43427,13,156,1315,0
43429,8,694,956,0
43430,13,152,467,0
43431,13,516,161,0
43434,10,279,967,0
43435,12,779,676,0
43437,8,723,435,0
43438,8,87,188,0
43442,8,60,1372,0
43443,8,285,1555,0
43444,29,1035,786,0
43446,8,103,892,0
43447,30,341,566,0
43449,13,608,1213,0
43451,13,891,844,0
43452,8,66,1450,0
43453,8,59,1025,0
43454,13,262,709,0
43455,12,779,603,0
43456,30,308,1549,0
43457,13,705,892,0
43458,9,788,420,0
43459,10,689,181,0
43460,30,923,1298,0
43461,30,683,63,0
43464,27,405,1463,0
43465,13,156,1401,0
43466,26,464,606,0
43468,13,118,854,0
43469,8,645,1045,0
43470,8,983,231,0
43471,8,983,1064,0
43474,8,1059,1357,0
43477,29,445,1029,0
43478,8,269,711,0
43482,8,437,623,0
43483,13,987,1147,0
43485,10,968,1289,0
43486,13,127,688,0
43488,8,782,1297,0
43489,13,167,499,0
43490,8,77,708,0
43491,26,352,606,0
43496,13,148,1197,0
43497,8,447,698,0
43498,30,4,99,0
43499,8,94,553,0
43502,30,909,610,0
43503,7,986,1494,0
43505,8,741,481,0
43506,13,949,566,0
43508,8,432,1102,0
43509,29,458,413,0
43510,8,432,1289,0
43511,10,1043,1263,0
43513,13,513,969,0
43514,13,949,972,0
43516,13,140,241,0
43517,29,1035,855,0
43520,13,154,917,0
43522,12,108,637,0
43524,8,424,1115,0
43525,8,7,831,0
43526,13,627,564,0
43528,13,1100,293,0
43530,8,1110,95,0
43533,8,49,1558,0
43535,13,22,995,0
43536,13,293,753,0
43537,13,530,550,0
43538,8,882,223,0
43540,13,135,702,0
43542,8,70,944,0
43543,12,1075,1192,0
43547,8,94,88,0
43548,13,157,93,0
43550,13,951,1237,0
43551,13,450,779,0
43552,30,303,1335,0
43553,30,595,437,0
43558,30,615,9,0
43560,8,559,1004,0
43562,13,480,1398,1
43564,13,130,1393,0
43569,13,744,967,0
43570,13,516,714,0
43574,13,480,787,0
43575,13,1027,1127,0
43578,13,472,1239,0
43579,12,1063,432,0
43580,13,434,202,0
43581,8,1045,1339,0
43582,11,506,71,0
43583,13,1032,1314,0
43584,2,514,304,0
43586,13,152,1033,0
43587,13,1112,765,0
43590,13,160,1057,0
43592,26,979,365,0
43593,13,1032,1315,0
43595,8,9,1355,0
43600,13,610,288,0
43601,8,812,645,0
43602,11,571,420,0
43603,8,656,565,0
43604,7,986,379,0
43610,13,578,434,0
43611,8,738,652,0
43614,13,919,1371,0
43615,8,58,458,0
43616,8,1081,698,0
43619,3,828,1457,0
43620,8,550,1516,0
43622,26,329,245,0
43624,13,150,11,0
43625,30,373,241,0
43626,12,572,1084,0
43631,8,490,356,0
43633,26,630,1255,0
43634,13,129,698,0
43638,8,759,791,0
43639,8,1033,417,0
43640,8,511,1019,0
43641,8,806,708,0
43642,13,482,1010,0
43643,13,865,616,0
43647,13,171,44,0
43650,11,506,1199,0
43651,13,508,1204,0
43652,9,468,825,0
43653,8,509,78,0
43656,8,804,402,0
43657,26,306,435,0
43658,13,603,1023,0
43659,5,455,1239,0
43660,13,673,631,0
43661,13,284,1191,0
43663,8,808,1029,0
43664,13,153,205,0
43665,8,101,1007,0
43667,29,674,1445,0
43668,4,895,807,0
43670,13,422,1292,0
43672,4,803,621,0
43674,13,244,440,0
43675,8,99,521,0
43678,26,349,1436,0
43680,13,1055,1236,0
43681,8,256,70,0
43685,26,352,300,1
43686,29,975,1432,0
43687,12,1063,538,0
43688,30,939,989,0
43689,8,810,966,0
43690,30,510,989,0
43691,29,448,943,0
43694,29,868,656,0
43695,26,1009,1347,0
43696,13,714,1552,0
43698,10,968,407,0
43699,4,651,1187,0
43700,30,474,943,0
43701,5,1043,1454,0
43702,13,719,336,0
43703,8,293,338,0
43705,29,445,786,0
43706,13,157,367,0
43707,11,506,327,0
43709,8,56,480,0
43710,11,1044,1014,0
43711,11,658,1007,0
43712,8,49,1369,0
43713,13,979,443,0
43716,13,982,1142,1
43717,8,383,1404,0
43720,8,9,1265,0
43722,13,901,559,0
43723,30,380,843,0
43724,13,123,174,0
43726,13,112,167,0
43727,13,163,667,0
43730,8,598,104,0
43731,7,641,228,0
43733,9,444,1558,0
43734,5,1105,698,0
43736,8,96,749,0
43738,26,647,709,0
43739,13,673,1012,0
43740,11,795,1469,0
43741,13,132,952,0
43742,13,960,7,0
43743,13,726,281,0
43744,11,1012,703,0
43746,8,1059,544,0
43747,8,554,1289,0
43749,8,567,4,0
43751,8,885,1537,0
43755,8,90,126,0
43756,13,114,1412,0
43758,8,296,532,0
43762,12,109,1293,0
43765,30,858,1462,0
43766,10,662,377,0
43767,26,767,834,0
43768,9,896,659,0
43770,5,955,761,0
43771,29,613,1195,0
43773,13,909,1383,0
43774,13,162,742,0
43775,13,167,698,0
43777,13,891,572,0
43778,13,146,106,0
43779,26,357,1121,0
43780,6,677,1580,0
43781,8,80,1309,0
43782,8,79,1051,0
43784,13,1007,944,0
43785,30,1110,133,0
43788,12,572,141,0
43789,8,922,67,0
43790,30,894,513,0
43791,29,715,23,0
43792,8,808,405,0
43793,8,85,303,0
43795,26,564,1215,0
43797,30,348,713,0
43798,8,52,1498,0
43800,8,51,1521,0
43803,8,1059,1285,1
43804,9,535,868,0
43805,13,21,719,0
43808,8,7,586,0
43809,8,90,1362,0
43810,13,667,103,0
43811,13,675,72,0
43812,26,981,964,0
43814,8,567,983,0
43816,8,94,1263,0
43817,5,431,829,0
43819,30,803,1157,0
43820,13,147,1316,0
43821,13,1007,169,0
43823,30,486,576,0
43824,8,627,357,0
43825,30,566,650,0
43826,13,162,1029,0
43827,13,653,1224,0
43829,13,723,1369,0
43830,11,571,633,0
43832,8,509,1008,0
43833,13,465,183,0
43834,12,470,948,0
43835,8,11,1343,0
43836,10,732,378,0
43837,27,728,1192,0
43838,8,57,120,0
43840,8,92,737,0
43841,8,1002,1208,0
43845,8,57,1493,0
43848,8,782,1049,0
43849,9,705,1198,0
43852,8,902,329,0
43853,9,520,39,0
43856,13,406,741,0
43857,26,338,152,0
43858,29,418,1110,0
43859,13,1055,79,0
43861,13,158,173,0
43865,13,513,224,0
43866,11,980,596,0
43867,13,420,1241,0
43869,26,852,1547,0
43871,8,989,798,0
43873,8,1045,1529,0
43874,8,511,1091,0
43876,8,6,17,0
43877,5,934,1064,0
43878,26,468,876,1
43881,13,138,412,0
43882,8,879,273,0
43884,8,808,1357,0
43885,8,269,191,0
43886,11,1099,166,0
43890,8,544,939,0
43891,8,907,525,0
43892,8,257,993,0
43894,30,552,1390,0
43895,8,54,1549,0
43898,8,723,1516,0
43899,8,567,1411,0
43900,29,597,1099,0
43904,9,896,405,0
43906,29,538,962,0
43907,13,578,1172,0
43913,8,757,138,0
43914,13,556,557,0
43917,8,76,1391,0
43918,13,909,1375,0
43919,30,784,580,0
43921,26,1024,189,0
43922,13,888,684,0
43924,26,876,1290,0
43926,26,1020,1323,0
43927,13,786,933,0
43928,8,902,1137,0
43930,13,610,611,0
43932,8,51,1560,0
43933,13,756,1409,0
43934,13,141,393,0
43937,26,374,957,0
43939,13,1083,431,0
43942,3,836,1534,0
43943,8,86,695,0
43945,13,1021,719,0
43950,8,81,493,0
43951,13,610,1366,0
43954,8,513,382,0
43955,8,278,705,0
43956,29,982,573,0
43957,8,9,234,0
43959,7,691,1516,0
43960,5,689,1252,0
43961,13,780,792,0
43962,8,705,1017,0
43964,11,1012,161,0
43966,8,509,140,0
43967,13,123,1494,0
43970,8,645,1358,0
43972,8,979,1327,0
43973,13,731,980,0
43974,13,145,407,0
43975,10,689,743,0
43976,8,757,789,0
43978,13,138,1524,0
43979,8,883,1304,0
43980,8,1000,206,0
43981,8,911,454,0
43982,7,17,327,0
43983,13,119,612,0
43984,8,296,1365,0
43985,30,639,450,0
43986,30,946,766,0
43987,26,335,706,0
43988,13,147,1336,0
43989,8,97,934,0
43990,30,918,141,0
43991,8,271,706,0
43993,8,810,171,0
43994,30,924,836,0
43995,13,627,939,0
